      0.7700       0.0155      0.4998      -0.0155     -0.4998
      0.7750       0.0105      0.4999      -0.0105     -0.4999
      0.7800       0.0055      0.5000      -0.0055     -0.5000
      0.7850       0.0005      0.5000      -0.0005     -0.5000
      0.7900      -0.0045      0.5000       0.0045     -0.5000
      0.7950      -0.0095      0.4999       0.0095     -0.4999
      0.8000      -0.0145      0.4998       0.0145     -0.4998
      0.8050      -0.0195      0.4997       0.0195     -0.4997
      0.8100      -0.0245      0.4994       0.0245     -0.4994
      0.8150      -0.0295      0.4992       0.0295     -0.4992
      0.8200      -0.0345      0.4988       0.0345     -0.4988
      0.8250      -0.0395      0.4985       0.0395     -0.4985
      0.8300      -0.0445      0.4981       0.0445     -0.4981
      0.8350      -0.0495      0.4976       0.0495     -0.4976
      0.8400      -0.0544      0.4971       0.0544     -0.4971
      0.8450      -0.0594      0.4965       0.0594     -0.4965
      0.8500      -0.0644      0.4959       0.0644     -0.4959
      0.8550      -0.0693      0.4952       0.0693     -0.4952
      0.8600      -0.0743      0.4945       0.0743     -0.4945
      0.8650      -0.0792      0.4937       0.0792     -0.4937
      0.8700      -0.0841      0.4929       0.0841     -0.4929
      0.8750      -0.0891      0.4920       0.0891     -0.4920
      0.8800      -0.0940      0.4911       0.0940     -0.4911
      0.8850      -0.0989      0.4902       0.0989     -0.4902
      0.8900      -0.1038      0.4892       0.1038     -0.4892
      0.8950      -0.1087      0.4881       0.1087     -0.4881
      0.9000      -0.1135      0.4870       0.1135     -0.4870
      0.9050      -0.1184      0.4858       0.1184     -0.4858
      0.9100      -0.1232      0.4846       0.1232     -0.4846
      0.9150      -0.1281      0.4834       0.1281     -0.4834
      0.9200      -0.1329      0.4821       0.1329     -0.4821
      0.9250      -0.1377      0.4807       0.1377     -0.4807
      0.9300      -0.1425      0.4793       0.1425     -0.4793
      0.9350      -0.1473      0.4779       0.1473     -0.4779
      0.9400      -0.1521      0.4764       0.1521     -0.4764
      0.9450      -0.1568      0.4748       0.1568     -0.4748
      0.9500      -0.1616      0.4732       0.1616     -0.4732
      0.9550      -0.1663      0.4716       0.1663     -0.4716
      0.9600      -0.1710      0.4699       0.1710     -0.4699
      0.9650      -0.1757      0.4682       0.1757     -0.4682
      0.9700      -0.1804      0.4664       0.1804     -0.4664
      0.9750      -0.1850      0.4646       0.1850     -0.4646
      0.9800      -0.1897      0.4627       0.1897     -0.4627
      0.9850      -0.1943      0.4608       0.1943     -0.4608
      0.9900      -0.1989      0.4588       0.1989     -0.4588
      0.9950      -0.2034      0.4568       0.2034     -0.4568
      1.0000      -0.2080      0.4547       0.2080     -0.4547
